"","price","speed","hd","ram","screen","cd","multi","premium","trend"
"4831",2145,66,"420","8","15","yes","yes","yes",22
"4832",1894,50,"214","4","14","no","no","yes",22
"4833",3054,50,"1000","24","15","yes","no","yes",22
"4834",3054,33,"1000","24","15","yes","no","yes",22
"4835",2899,66,"1000","16","15","yes","no","yes",22
"4836",1995,66,"528","8","14","yes","no","yes",22
"4837",3090,50,"1000","24","15","yes","no","yes",22
"4838",2354,33,"720","16","15","yes","no","yes",22
"4839",1894,33,"214","4","14","no","no","yes",22
"4840",2194,33,"528","8","14","yes","no","yes",22
"4841",2390,33,"720","16","15","yes","no","yes",22
"4842",1349,33,"210","4","15","no","no","yes",22
"4843",1399,33,"210","4","14","yes","yes","yes",22
"4844",2504,33,"720","16","15","yes","no","yes",22
"4845",1645,66,"340","8","14","no","no","yes",22
"4846",2390,50,"1000","24","17","yes","no","yes",22
"4847",2534,66,"730","8","17","yes","no","yes",22
"4848",3140,66,"1000","24","15","yes","no","yes",22
"4849",2090,33,"1000","8","14","yes","no","yes",22
"4850",2443,33,"720","16","15","yes","yes","yes",22
"4851",2540,50,"720","16","15","yes","no","yes",22
"4852",1754,66,"214","4","14","no","no","yes",22
"4853",2818,33,"270","4","17","no","no","no",22
"4854",2540,33,"720","16","15","yes","no","yes",22
"4855",2090,66,"528","8","15","yes","no","yes",22
"4856",2940,33,"1000","24","15","yes","no","yes",23
"4857",2304,33,"720","16","15","yes","no","yes",23
"4858",2440,33,"720","16","15","yes","no","yes",23
"4859",1769,66,"540","8","14","no","no","yes",23
"4860",2494,33,"720","16","15","yes","no","yes",23
"4861",3043,66,"1000","24","15","yes","yes","yes",23
"4862",1195,33,"214","4","14","no","no","yes",23
"4863",1545,33,"214","4","14","no","no","yes",23
"4864",1840,33,"528","8","15","yes","no","yes",23
"4865",1940,33,"528","8","14","yes","no","yes",23
"4866",1299,33,"428","4","15","no","no","yes",23
"4867",1709,50,"540","8","15","no","no","yes",23
"4868",2340,33,"720","16","15","yes","no","yes",23
"4869",2245,33,"720","16","15","yes","no","yes",23
"4870",1299,33,"340","4","14","yes","no","yes",23
"4871",1868,66,"425","8","14","yes","yes","yes",23
"4872",3094,33,"1000","24","15","yes","no","yes",23
"4873",1859,66,"540","8","15","no","no","yes",23
"4874",1299,33,"212","4","14","no","no","yes",23
"4875",2399,66,"730","16","15","yes","no","yes",23
"4876",1999,66,"720","8","15","yes","no","yes",23
"4877",1669,66,"425","8","14","no","no","yes",23
"4878",1999,66,"545","8","15","yes","yes","yes",23
"4879",2598,66,"730","16","15","yes","yes","yes",23
"4880",1690,66,"214","4","15","no","no","yes",23
"4881",1990,66,"528","8","14","yes","no","yes",23
"4882",2093,33,"528","8","14","yes","yes","yes",23
"4883",1940,33,"528","8","15","yes","no","yes",23
"4884",1999,66,"730","8","15","yes","no","yes",23
"4885",2334,66,"730","8","17","yes","no","yes",23
"4886",2543,66,"720","16","15","yes","yes","yes",23
"4887",2790,66,"720","16","17","yes","no","yes",23
"4888",1818,66,"425","8","14","yes","no","yes",23
"4889",1599,66,"340","8","15","no","no","yes",23
"4890",3240,50,"1000","24","17","yes","no","yes",23
"4891",2004,33,"528","8","14","yes","no","yes",23
"4892",2140,33,"1000","8","14","yes","no","yes",23
"4893",1739,33,"212","4","17","no","no","yes",23
"4894",1840,33,"528","8","14","yes","no","yes",23
"4895",1199,33,"210","4","14","no","no","yes",23
"4896",2094,33,"528","8","14","yes","no","yes",23
"4897",1548,33,"424","4","14","yes","no","yes",23
"4898",1504,33,"214","4","14","no","no","yes",23
"4899",3149,100,"728","8","14","no","no","no",23
"4900",1839,33,"424","4","17","no","no","yes",23
"4901",2940,50,"1000","24","15","yes","no","yes",23
"4902",1845,50,"528","8","14","yes","no","yes",23
"4903",1899,66,"420","8","14","yes","yes","yes",23
"4904",1445,33,"214","4","14","no","no","yes",23
"4905",2108,50,"1000","8","15","yes","yes","yes",23
"4906",1540,33,"214","4","14","no","no","yes",23
"4907",2644,66,"720","16","15","yes","no","yes",23
"4908",1499,50,"545","4","15","yes","no","yes",23
"4909",1999,100,"420","8","14","yes","no","yes",23
"4910",1845,33,"528","8","14","yes","no","yes",23
"4911",2994,33,"1000","24","15","yes","no","yes",23
"4912",1389,33,"212","4","15","no","no","yes",23
"4913",1799,66,"545","8","15","yes","no","yes",23
"4914",2118,66,"730","8","15","yes","yes","yes",23
"4915",1640,33,"214","4","14","no","no","yes",23
"4916",1973,33,"528","8","14","yes","yes","yes",23
"4917",1399,33,"210","4","14","yes","yes","yes",23
"4918",1895,66,"528","8","14","yes","no","yes",23
"4919",1499,33,"340","4","14","yes","yes","yes",23
"4920",1759,66,"425","8","15","no","no","yes",23
"4921",1745,33,"528","8","14","yes","no","yes",23
"4922",1788,66,"425","4","14","yes","yes","yes",23
"4923",2190,66,"1000","8","14","yes","no","yes",23
"4924",2058,50,"1000","8","15","yes","no","yes",23
"4925",2409,66,"1000","8","17","no","no","yes",23
"4926",1758,50,"425","8","15","yes","no","yes",23
"4927",1918,66,"540","8","14","yes","no","yes",23
"4928",1345,66,"214","4","14","no","no","yes",23
"4929",2740,50,"720","16","17","yes","no","yes",23
"4930",2143,66,"528","8","14","yes","yes","yes",23
"4931",3240,33,"1000","24","17","yes","no","yes",23
"4932",1968,66,"540","8","14","yes","yes","yes",23
"4933",1595,66,"214","4","14","no","no","yes",23
"4934",2493,50,"720","16","15","yes","yes","yes",23
"4935",2395,66,"720","16","15","yes","no","yes",23
"4936",1694,33,"214","4","14","no","no","yes",23
"4937",2059,66,"1000","8","15","no","no","yes",23
"4938",2345,33,"720","16","15","yes","no","yes",23
"4939",2539,100,"270","4","14","no","no","no",23
"4940",3290,66,"1000","24","17","yes","no","yes",23
"4941",1779,50,"270","4","14","no","no","no",23
"4942",1589,66,"425","4","14","no","no","yes",23
"4943",1848,66,"270","4","14","no","no","no",23
"4944",2093,50,"528","8","14","yes","yes","yes",23
"4945",1690,66,"214","4","14","no","no","yes",23
"4946",1858,50,"540","8","15","yes","no","yes",23
"4947",2895,66,"1000","24","15","yes","no","yes",23
"4948",2140,50,"1000","8","14","yes","no","yes",23
"4949",1640,33,"214","4","15","no","no","yes",23
"4950",1929,66,"212","4","17","no","no","yes",23
"4951",1904,33,"528","8","14","yes","no","yes",23
"4952",1844,66,"214","4","14","no","no","yes",23
"4953",1895,66,"528","8","14","yes","no","yes",23
"4954",1819,33,"270","4","14","no","no","no",23
"4955",1638,66,"212","4","14","yes","no","yes",23
"4956",2199,66,"528","8","15","yes","yes","yes",23
"4957",1640,50,"214","4","14","no","no","yes",23
"4958",2393,33,"720","16","15","yes","yes","yes",23
"4959",1395,33,"340","8","14","no","no","yes",23
"4960",2054,66,"528","8","14","yes","no","yes",23
"4961",3144,66,"1000","24","15","yes","no","yes",23
"4962",2594,50,"720","16","15","yes","no","yes",23
"4963",2249,66,"270","8","14","no","no","no",23
"4964",1679,66,"425","4","15","no","no","yes",23
"4965",2345,66,"528","8","15","yes","no","yes",23
"4966",1349,33,"270","4","14","no","no","no",23
"4967",1199,33,"428","4","15","no","no","yes",23
"4968",2040,33,"1000","8","14","yes","no","yes",23
"4969",2804,33,"1000","24","15","yes","no","yes",23
"4970",1545,50,"214","4","14","no","no","yes",23
"4971",1579,66,"212","4","15","no","no","yes",23
"4972",1609,50,"425","8","15","no","no","yes",23
"4973",2893,33,"1000","24","15","yes","yes","yes",23
"4974",1295,50,"214","4","14","no","no","yes",23
"4975",2009,66,"270","4","14","no","no","no",23
"4976",2845,50,"1000","24","15","yes","no","yes",23
"4977",1495,33,"340","8","14","no","no","yes",23
"4978",2840,33,"1000","24","15","yes","no","yes",23
"4979",1940,50,"528","8","14","yes","no","yes",23
"4980",1418,33,"340","4","14","yes","yes","yes",23
"4981",1794,33,"214","4","14","no","no","yes",23
"4982",1499,33,"428","4","14","yes","yes","yes",23
"4983",2954,66,"1000","24","15","yes","no","yes",23
"4984",1909,50,"1000","8","15","no","no","yes",23
"4985",2904,33,"1000","24","15","yes","no","yes",23
"4986",2209,66,"540","8","17","no","no","yes",23
"4987",2594,33,"720","16","15","yes","no","yes",23
"4988",1908,50,"540","8","15","yes","yes","yes",23
"4989",2198,100,"420","8","14","yes","yes","yes",23
"4990",2004,50,"528","8","14","yes","no","yes",23
"4991",2898,100,"730","16","15","yes","yes","yes",23
"4992",3140,33,"1000","24","17","yes","no","yes",23
"4993",1699,66,"420","8","14","yes","no","yes",23
"4994",1640,50,"214","4","15","no","no","yes",23
"4995",1498,33,"212","4","14","yes","yes","yes",23
"4996",1898,66,"420","8","14","yes","yes","yes",23
"4997",2029,66,"425","4","17","no","no","yes",23
"4998",2168,66,"1000","8","14","yes","yes","yes",23
"4999",2118,66,"1000","8","14","yes","no","yes",23
"5000",2194,50,"528","8","14","yes","no","yes",23
"5001",1495,50,"340","8","14","no","no","yes",23
"5002",1738,66,"425","4","14","yes","no","yes",23
"5003",2640,33,"720","16","17","yes","no","yes",23
"5004",1448,33,"212","4","14","yes","no","yes",23
"5005",1489,33,"424","4","15","no","no","yes",23
"5006",2404,50,"720","16","15","yes","no","yes",23
"5007",1540,33,"214","4","15","no","no","yes",23
"5008",3094,50,"1000","24","15","yes","no","yes",23
"5009",1794,50,"214","4","14","no","no","yes",23
"5010",2408,100,"270","4","14","no","no","no",23
"5011",2454,66,"720","16","15","yes","no","yes",23
"5012",1969,66,"1000","8","14","no","no","yes",23
"5013",2904,50,"1000","24","15","yes","no","yes",23
"5014",1545,66,"340","8","14","no","no","yes",23
"5015",1718,66,"340","4","14","yes","yes","yes",23
"5016",1604,33,"214","4","14","no","no","yes",23
"5017",2993,33,"1000","24","15","yes","yes","yes",23
"5018",2194,33,"528","8","14","yes","no","yes",23
"5019",2345,50,"720","16","15","yes","no","yes",23
"5020",2699,100,"730","16","15","yes","no","yes",23
"5021",1940,50,"528","8","15","yes","no","yes",23
"5022",2440,50,"720","16","15","yes","no","yes",23
"5023",1604,50,"214","4","14","no","no","yes",23
"5024",1808,50,"425","8","15","yes","yes","yes",23
"5025",1574,50,"270","4","14","no","no","no",23
"5026",2990,66,"1000","24","15","yes","no","yes",23
"5027",1599,66,"340","4","14","yes","no","yes",23
"5028",1598,33,"424","4","14","yes","yes","yes",23
"5029",2493,33,"720","16","15","yes","yes","yes",23
"5030",1654,66,"214","4","14","no","no","yes",23
"5031",2795,100,"528","16","14","yes","no","yes",23
"5032",1399,33,"424","4","14","no","no","yes",23
"5033",1295,33,"214","4","14","no","no","yes",23
"5034",2244,66,"528","8","14","yes","no","yes",23
"5035",2404,33,"720","16","15","yes","no","yes",23
"5036",2993,50,"1000","24","15","yes","yes","yes",23
"5037",1489,66,"212","4","14","no","no","yes",23
"5038",1688,66,"212","4","14","yes","yes","yes",23
"5039",1199,33,"340","4","14","no","no","yes",23
"5040",2845,33,"1000","24","15","yes","no","yes",23
"5041",2745,33,"1000","24","15","yes","no","yes",23
"5042",1990,66,"528","8","15","yes","no","yes",23
"5043",2109,66,"425","8","17","no","no","yes",23
"5044",2740,33,"720","16","17","yes","no","yes",23
"5045",1899,66,"730","8","14","yes","yes","yes",23
"5046",2490,66,"720","16","15","yes","no","yes",23
"5047",1590,33,"214","4","14","no","no","yes",24
"5048",1195,33,"214","4","14","no","no","yes",24
"5049",1989,66,"540","8","15","no","no","yes",24
"5050",2404,66,"720","16","15","yes","no","yes",24
"5051",3140,66,"1000","24","15","yes","yes","yes",24
"5052",1854,33,"528","8","14","yes","no","yes",24
"5053",1490,33,"214","4","14","no","no","yes",24
"5054",1890,50,"528","8","14","yes","no","yes",24
"5055",1858,66,"545","4","17","yes","no","yes",24
"5056",1890,33,"528","8","14","yes","no","yes",24
"5057",1940,66,"528","8","14","yes","no","yes",24
"5058",2944,33,"1000","24","15","yes","no","yes",24
"5059",2423,50,"720","16","15","yes","yes","yes",24
"5060",1399,66,"428","4","14","no","no","yes",24
"5061",2354,50,"720","16","15","yes","no","yes",24
"5062",1854,50,"528","8","14","yes","no","yes",24
"5063",2295,50,"720","16","15","yes","no","yes",24
"5064",2248,66,"1000","8","14","yes","no","yes",24
"5065",1799,66,"425","8","14","no","no","yes",24
"5066",2804,66,"1000","24","15","yes","no","yes",24
"5067",1545,66,"214","4","14","no","no","yes",24
"5068",1644,33,"214","4","14","no","no","yes",24
"5069",1744,33,"214","4","14","no","no","yes",24
"5070",2590,33,"720","16","17","yes","no","yes",24
"5071",1454,33,"214","4","14","no","no","yes",24
"5072",1779,33,"424","4","17","no","no","yes",24
"5073",2040,50,"1000","8","14","yes","no","yes",24
"5074",2740,66,"720","16","17","yes","no","yes",24
"5075",2335,33,"212","8","17","yes","yes","yes",24
"5076",2058,66,"545","8","17","yes","no","yes",24
"5077",1568,33,"428","4","15","yes","yes","yes",24
"5078",2345,66,"720","16","15","yes","no","yes",24
"5079",1899,66,"730","8","15","yes","no","yes",24
"5080",1794,66,"214","4","14","no","no","yes",24
"5081",2745,66,"1000","24","15","yes","no","yes",24
"5082",1499,33,"428","4","14","yes","yes","yes",24
"5083",2254,33,"720","16","15","yes","no","yes",24
"5084",2095,66,"528","8","15","yes","no","yes",24
"5085",1823,33,"528","8","14","yes","yes","yes",24
"5086",2339,66,"540","8","17","no","no","yes",24
"5087",1889,66,"425","8","15","no","no","yes",24
"5088",2944,50,"1000","24","15","yes","no","yes",24
"5089",1999,66,"730","8","15","yes","no","yes",24
"5090",1345,66,"214","4","14","no","no","yes",24
"5091",1890,50,"528","8","15","yes","no","yes",24
"5092",2754,50,"1000","24","15","yes","no","yes",24
"5093",2699,100,"730","16","15","yes","no","yes",24
"5094",2098,66,"540","8","14","yes","yes","yes",24
"5095",2195,33,"720","16","15","yes","no","yes",24
"5096",1599,66,"340","8","15","no","no","yes",24
"5097",2258,66,"730","8","17","yes","yes","yes",24
"5098",2295,33,"720","16","15","yes","no","yes",24
"5099",1999,100,"420","8","14","yes","no","yes",24
"5100",2323,33,"720","16","15","yes","yes","yes",24
"5101",1754,33,"528","8","14","yes","no","yes",24
"5102",2390,33,"720","16","15","yes","no","yes",24
"5103",1923,50,"528","8","14","yes","yes","yes",24
"5104",1295,33,"214","4","14","no","no","yes",24
"5105",1973,66,"528","8","14","yes","yes","yes",24
"5106",1368,50,"428","4","15","no","no","yes",24
"5107",2790,33,"1000","24","15","yes","no","yes",24
"5108",2390,50,"720","16","15","yes","no","yes",24
"5109",1339,33,"424","4","14","no","no","yes",24
"5110",1495,33,"214","4","14","no","no","yes",24
"5111",2044,33,"528","8","14","yes","no","yes",24
"5112",1890,33,"528","8","15","yes","no","yes",24
"5113",1899,66,"540","8","14","no","no","yes",24
"5114",1944,33,"528","8","14","yes","no","yes",24
"5115",1640,66,"214","4","14","no","no","yes",24
"5116",1989,66,"425","8","15","yes","yes","yes",24
"5117",2840,66,"1000","24","15","yes","no","yes",24
"5118",2094,66,"528","8","14","yes","no","yes",24
"5119",1490,33,"214","4","15","no","no","yes",24
"5120",1199,33,"210","4","14","no","no","yes",24
"5121",1795,33,"528","8","14","yes","no","yes",24
"5122",2690,33,"720","16","17","yes","no","yes",24
"5123",2259,66,"730","8","17","yes","yes","yes",24
"5124",1828,33,"428","4","17","yes","yes","yes",24
"5125",2994,66,"1000","24","15","yes","no","yes",24
"5126",2099,66,"1000","8","14","no","no","yes",24
"5127",2399,66,"730","16","15","yes","no","yes",24
"5128",1628,50,"428","4","17","no","no","yes",24
"5129",1604,66,"214","4","14","no","no","yes",24
"5130",1640,66,"214","4","15","no","no","yes",24
"5131",1398,50,"340","4","14","yes","yes","yes",24
"5132",2440,66,"720","16","15","yes","no","yes",24
"5133",1590,50,"214","4","14","no","no","yes",24
"5134",1845,66,"528","8","14","yes","no","yes",24
"5135",2258,66,"730","8","17","yes","no","yes",24
"5136",1985,33,"212","8","15","yes","yes","yes",24
"5137",2354,33,"720","16","15","yes","no","yes",24
"5138",1998,66,"425","8","14","yes","yes","yes",24
"5139",2199,66,"540","8","15","yes","yes","yes",24
"5140",1795,50,"528","8","14","yes","no","yes",24
"5141",1698,66,"540","8","14","yes","yes","yes",24
"5142",2544,33,"720","16","15","yes","no","yes",24
"5143",2040,33,"1000","8","14","yes","no","yes",24
"5144",1438,33,"212","4","14","yes","yes","yes",24
"5145",2249,66,"270","8","14","no","no","no",24
"5146",1495,66,"528","8","14","no","no","yes",24
"5147",1590,33,"214","4","15","no","no","yes",24
"5148",1999,66,"730","8","15","yes","yes","yes",24
"5149",1388,33,"212","4","14","yes","no","yes",24
"5150",2690,50,"720","16","17","yes","no","yes",24
"5151",2754,33,"1000","24","15","yes","no","yes",24
"5152",2695,33,"1000","24","15","yes","no","yes",24
"5153",2189,66,"1000","8","15","no","no","yes",24
"5154",2690,33,"1000","24","15","yes","no","yes",24
"5155",2339,66,"425","8","17","yes","yes","yes",24
"5156",1239,33,"212","4","14","no","no","yes",24
"5157",1758,50,"545","4","17","yes","no","yes",24
"5158",1899,66,"730","8","14","yes","yes","yes",24
"5159",2290,33,"720","16","15","yes","no","yes",24
"5160",1799,66,"545","8","15","yes","no","yes",24
"5161",2594,66,"720","16","15","yes","no","yes",24
"5162",1948,66,"425","8","14","yes","no","yes",24
"5163",1468,66,"428","4","15","no","no","yes",24
"5164",1299,50,"428","4","14","no","no","yes",24
"5165",2695,50,"1000","24","15","yes","no","yes",24
"5166",1679,33,"212","4","17","no","no","yes",24
"5167",1199,33,"340","4","14","no","no","yes",24
"5168",1790,33,"528","8","15","yes","no","yes",24
"5169",2844,33,"1000","24","15","yes","no","yes",24
"5170",1789,33,"212","8","15","yes","yes","yes",24
"5171",1699,66,"420","8","14","yes","no","yes",24
"5172",2159,66,"730","8","17","yes","no","yes",24
"5173",1299,50,"340","4","14","yes","no","yes",24
"5174",2239,66,"425","8","17","no","no","yes",24
"5175",2298,66,"1000","8","14","yes","yes","yes",24
"5176",1744,50,"214","4","14","no","no","yes",24
"5177",1499,50,"545","4","15","yes","no","yes",24
"5178",2473,66,"720","16","15","yes","yes","yes",24
"5179",1395,66,"528","8","14","no","no","yes",24
"5180",2654,33,"1000","24","15","yes","no","yes",24
"5181",1599,66,"540","8","14","yes","no","yes",24
"5182",2790,50,"1000","24","15","yes","no","yes",24
"5183",2423,33,"720","16","15","yes","yes","yes",24
"5184",1395,33,"214","4","14","no","no","yes",24
"5185",1895,33,"212","8","14","yes","yes","yes",24
"5186",1399,33,"210","4","14","yes","yes","yes",24
"5187",1429,33,"424","4","15","no","no","yes",24
"5188",1923,33,"528","8","14","yes","yes","yes",24
"5189",1488,33,"424","4","14","yes","no","yes",24
"5190",1904,66,"528","8","14","yes","no","yes",24
"5191",1495,50,"214","4","14","no","no","yes",24
"5192",1528,33,"428","4","17","no","no","yes",24
"5193",1545,66,"528","8","14","no","no","yes",24
"5194",1295,50,"214","4","14","no","no","yes",24
"5195",2595,33,"1000","24","15","yes","no","yes",24
"5196",2090,66,"1000","8","14","yes","no","yes",24
"5197",1590,50,"214","4","15","no","no","yes",24
"5198",1799,66,"420","8","14","yes","yes","yes",24
"5199",2539,66,"1000","8","17","no","no","yes",24
"5200",1329,33,"212","4","15","no","no","yes",24
"5201",1899,66,"425","8","14","yes","yes","yes",24
"5202",1940,66,"528","8","15","yes","no","yes",24
"5203",1538,33,"424","4","14","yes","yes","yes",24
"5204",2048,66,"540","8","14","yes","no","yes",24
"5205",2044,50,"528","8","14","yes","no","yes",24
"5206",2840,100,"528","16","15","yes","no","yes",24
"5207",1499,50,"340","4","15","yes","yes","yes",24
"5208",1699,33,"212","8","14","yes","yes","yes",24
"5209",1790,33,"528","8","14","yes","no","yes",24
"5210",2598,66,"730","16","15","yes","yes","yes",24
"5211",1898,66,"420","8","14","yes","yes","yes",24
"5212",2139,33,"212","8","17","yes","yes","yes",24
"5213",1599,66,"545","4","15","yes","no","yes",24
"5214",1268,33,"428","4","15","no","no","yes",24
"5215",2898,100,"730","16","15","yes","yes","yes",24
"5216",2544,50,"720","16","15","yes","no","yes",24
"5217",1554,50,"214","4","14","no","no","yes",24
"5218",2295,66,"528","8","15","yes","no","yes",24
"5219",2444,33,"720","16","15","yes","no","yes",24
"5220",2990,33,"1000","24","15","yes","yes","yes",24
"5221",3090,33,"1000","24","15","yes","yes","yes",24
"5222",1728,66,"428","4","17","no","no","yes",24
"5223",1695,33,"528","8","14","yes","no","yes",24
"5224",1998,66,"730","8","15","yes","yes","yes",24
"5225",1554,33,"214","4","14","no","no","yes",24
"5226",1940,33,"1000","8","14","yes","no","yes",24
"5227",1199,33,"428","4","14","no","no","yes",24
"5228",2198,100,"420","8","14","yes","yes","yes",24
"5229",2290,33,"720","16","15","yes","no","yes",25
"5230",1718,66,"428","4","17","no","no","yes",25
"5231",1568,50,"428","4","15","yes","yes","yes",25
"5232",2595,33,"1000","24","15","yes","no","yes",25
"5233",1899,66,"730","8","15","yes","no","yes",25
"5234",1605,66,"540","8","15","no","no","yes",25
"5235",2444,33,"720","16","15","yes","no","yes",25
"5236",1640,66,"214","4","15","no","no","yes",25
"5237",1490,33,"214","4","15","no","no","yes",25
"5238",2195,33,"720","16","15","yes","no","yes",25
"5239",2248,66,"730","8","17","yes","no","yes",25
"5240",1199,33,"210","4","14","no","no","yes",25
"5241",1495,33,"214","4","14","no","no","yes",25
"5242",1299,50,"340","4","14","yes","no","yes",25
"5243",1398,50,"340","4","14","yes","yes","yes",25
"5244",1699,33,"212","8","14","yes","yes","yes",25
"5245",1599,66,"545","4","15","yes","no","yes",25
"5246",1923,33,"528","8","14","yes","yes","yes",25
"5247",1680,66,"540","8","15","yes","no","yes",25
"5248",1848,66,"545","4","17","yes","no","yes",25
"5249",2345,66,"720","16","15","yes","no","yes",25
"5250",1295,33,"214","4","14","no","no","yes",25
"5251",1799,66,"420","8","14","yes","yes","yes",25
"5252",2423,33,"720","16","15","yes","yes","yes",25
"5253",3140,66,"1000","24","15","yes","yes","yes",25
"5254",2590,33,"720","16","17","yes","no","yes",25
"5255",2740,66,"720","16","17","yes","no","yes",25
"5256",1973,66,"528","8","14","yes","yes","yes",25
"5257",1940,66,"528","8","14","yes","no","yes",25
"5258",2295,33,"720","16","15","yes","no","yes",25
"5259",1999,66,"730","8","15","yes","no","yes",25
"5260",1989,33,"212","8","15","yes","yes","yes",25
"5261",1898,66,"420","8","14","yes","yes","yes",25
"5262",2699,100,"730","16","15","yes","no","yes",25
"5263",2390,33,"720","16","15","yes","no","yes",25
"5264",1399,33,"210","4","14","yes","yes","yes",25
"5265",1618,50,"428","4","17","no","no","yes",25
"5266",2473,66,"720","16","15","yes","yes","yes",25
"5267",2990,33,"1000","24","15","yes","yes","yes",25
"5268",1545,66,"528","8","14","no","no","yes",25
"5269",1644,33,"214","4","14","no","no","yes",25
"5270",1495,33,"528","8","14","no","no","yes",25
"5271",2328,100,"270","4","14","no","no","no",25
"5272",1885,66,"730","8","15","yes","yes","yes",25
"5273",1790,33,"528","8","15","yes","no","yes",25
"5274",1989,66,"425","8","15","yes","yes","yes",25
"5275",1518,33,"428","4","17","no","no","yes",25
"5276",1699,66,"420","8","14","yes","no","yes",25
"5277",2090,66,"1000","8","14","yes","no","yes",25
"5278",1490,33,"214","4","14","no","no","yes",25
"5279",1659,66,"425","8","14","yes","no","yes",25
"5280",1845,66,"528","8","14","yes","no","yes",25
"5281",1854,33,"528","8","14","yes","no","yes",25
"5282",2440,66,"720","16","15","yes","no","yes",25
"5283",1865,66,"540","8","17","no","no","yes",25
"5284",1295,50,"214","4","14","no","no","yes",25
"5285",2690,33,"1000","24","15","yes","no","yes",25
"5286",1590,33,"214","4","14","no","no","yes",25
"5287",1599,66,"540","8","15","no","no","yes",25
"5288",1899,66,"425","8","14","yes","yes","yes",25
"5289",2148,66,"730","8","17","yes","yes","yes",25
"5290",1590,33,"214","4","15","no","no","yes",25
"5291",1578,50,"270","4","14","no","no","no",25
"5292",1399,66,"428","4","14","no","no","yes",25
"5293",1828,66,"270","4","14","no","no","no",25
"5294",1468,66,"428","4","15","no","no","yes",25
"5295",2323,33,"720","16","15","yes","yes","yes",25
"5296",2159,66,"730","8","17","yes","no","yes",25
"5297",1899,33,"212","8","14","yes","yes","yes",25
"5298",1199,33,"340","4","14","no","no","yes",25
"5299",2075,66,"1080","8","15","yes","yes","yes",25
"5300",1795,66,"540","8","15","yes","no","yes",25
"5301",2254,33,"720","16","15","yes","no","yes",25
"5302",2944,33,"1000","24","15","yes","no","yes",25
"5303",1818,50,"428","4","17","yes","yes","yes",25
"5304",1599,66,"540","8","14","yes","no","yes",25
"5305",2898,100,"730","16","15","yes","yes","yes",25
"5306",1789,33,"212","8","15","yes","yes","yes",25
"5307",2598,66,"730","16","15","yes","yes","yes",25
"5308",2690,33,"720","16","17","yes","no","yes",25
"5309",1748,50,"545","4","17","yes","no","yes",25
"5310",2259,66,"730","8","17","yes","yes","yes",25
"5311",2544,33,"720","16","15","yes","no","yes",25
"5312",2404,66,"720","16","15","yes","no","yes",25
"5313",2215,66,"730","16","15","yes","yes","yes",25
"5314",1640,66,"214","4","14","no","no","yes",25
"5315",1904,66,"528","8","14","yes","no","yes",25
"5316",1999,100,"420","8","14","yes","no","yes",25
"5317",2354,33,"720","16","15","yes","no","yes",25
"5318",2804,66,"1000","24","15","yes","no","yes",25
"5319",1790,33,"528","8","14","yes","no","yes",25
"5320",2844,33,"1000","24","15","yes","no","yes",25
"5321",2099,66,"425","8","17","yes","no","yes",25
"5322",1698,66,"540","8","14","yes","yes","yes",25
"5323",1195,33,"214","4","14","no","no","yes",25
"5324",2529,66,"364","8","14","no","no","no",25
"5325",2840,66,"1000","24","15","yes","no","yes",25
"5326",2295,66,"528","8","15","yes","no","yes",25
"5327",1395,33,"528","8","14","no","no","yes",25
"5328",1799,66,"545","8","15","yes","no","yes",25
"5329",1499,50,"428","4","14","yes","yes","yes",25
"5330",2790,33,"1000","24","15","yes","no","yes",25
"5331",1899,66,"730","8","15","yes","yes","yes",25
"5332",2754,33,"1000","24","15","yes","no","yes",25
"5333",2994,66,"1000","24","15","yes","no","yes",25
"5334",1695,33,"528","8","14","yes","no","yes",25
"5335",3090,33,"1000","24","15","yes","yes","yes",25
"5336",2399,66,"730","16","15","yes","no","yes",25
"5337",2745,66,"1000","24","15","yes","no","yes",25
"5338",1495,50,"528","8","14","no","no","yes",25
"5339",2594,66,"720","16","15","yes","no","yes",25
"5340",2695,33,"1000","24","15","yes","no","yes",25
"5341",1998,66,"730","8","15","yes","yes","yes",25
"5342",1890,33,"528","8","14","yes","no","yes",25
"5343",1345,66,"214","4","14","no","no","yes",25
"5344",1299,50,"428","4","14","no","no","yes",25
"5345",3029,100,"364","8","14","no","no","no",25
"5346",2249,66,"270","8","14","no","no","no",25
"5347",1940,66,"528","8","15","yes","no","yes",25
"5348",1499,50,"545","4","15","yes","no","yes",25
"5349",2139,33,"212","8","17","yes","yes","yes",25
"5350",2339,66,"425","8","17","yes","yes","yes",25
"5351",2048,66,"545","8","17","yes","no","yes",25
"5352",1823,33,"528","8","14","yes","yes","yes",25
"5353",2019,66,"1000","8","15","yes","no","yes",25
"5354",1899,66,"540","8","15","yes","yes","yes",25
"5355",1950,66,"730","8","15","yes","yes","yes",25
"5356",1929,66,"1000","8","14","yes","no","yes",25
"5357",2198,100,"420","8","14","yes","yes","yes",25
"5358",1944,33,"528","8","14","yes","no","yes",25
"5359",1855,66,"730","8","15","yes","no","yes",25
"5360",1268,33,"428","4","15","no","no","yes",25
"5361",2094,66,"528","8","14","yes","no","yes",25
"5362",1754,33,"528","8","14","yes","no","yes",25
"5363",2654,33,"1000","24","15","yes","no","yes",25
"5364",1499,50,"340","4","14","yes","yes","yes",25
"5365",1940,33,"1000","8","14","yes","no","yes",25
"5366",2369,66,"1000","8","17","yes","no","yes",25
